bench,class,tool,tool_version,variant,mode,period_ns,timing_status,wns_ns,wns_reg2reg_ns,timing_basis,data_path_ns,critical_endpoint,num_cells,num_seq,retime_named_regs,area_um2,routed_wirelength_um,postroute_wns_ns,achieved_density_pct,path_route_share_pct,path_cell_delay_ns,path_net_delay_ns,max_route_layer,place_blockage_frac,power_mw,power_switching_mw,power_register_mw,power_logic_mw,power_clock_mw,power_sequential_mw,power_combinational_mw,power_mode,num_lut,num_ff,runtime_total_s,wall_seconds,sdc_sha1,git_commit
r13_retime_around_sram,D - memory / macro boundary,yosys,0.58,orig,on,7.8,VIOLATED,-5.8964,,,13.4497,_3825_,1874,549,,87181.1136,,,,,,,,,128.0,13.899999999999999,,,,,,vectorless,,,1.0,3.0,b891c7ac7c32,uncommitted
r13_retime_around_sram,D - memory / macro boundary,yosys,0.58,retimed,off,2.7,VIOLATED,-29.6285,,,32.0752,_2814_,1352,560,,81903.2256,,,,,,,,,346.0,40.7,,,,,,vectorless,,,1.0,3.0,b891c7ac7c32,uncommitted
r13_retime_around_sram,D - memory / macro boundary,yosys,0.58,retimed,off,3.6,VIOLATED,-28.7285,,,32.0752,_2814_,1352,560,,81903.2256,,,,,,,,,277.0,33.300000000000004,,,,,,vectorless,,,1.0,3.0,b891c7ac7c32,uncommitted
r13_retime_around_sram,D - memory / macro boundary,yosys,0.58,retimed,off,4.8,VIOLATED,-27.5285,,,32.0752,_2814_,1352,560,,81903.2256,,,,,,,,,224.0,27.3,,,,,,vectorless,,,1.0,3.0,b891c7ac7c32,uncommitted
r13_retime_around_sram,D - memory / macro boundary,yosys,0.58,retimed,off,6.0,VIOLATED,-26.3285,,,32.0752,_2814_,1352,560,,81903.2256,,,,,,,,,187.0,22.9,,,,,,vectorless,,,1.0,3.0,b891c7ac7c32,uncommitted
r13_retime_around_sram,D - memory / macro boundary,yosys,0.58,retimed,off,7.8,VIOLATED,-24.5285,,,32.0752,_2814_,1352,560,,81903.2256,,,,,,,,,152.0,18.599999999999998,,,,,,vectorless,,,1.0,3.0,b891c7ac7c32,uncommitted
r13_retime_around_sram,D - memory / macro boundary,yosys,0.58,retimed,on,6.0,MET,0.4143,,,5.2952,_4774_,1896,560,,92580.3648,,,,,,,,,137.0,26.4,,,,,,vectorless,,,1.0,3.0,,
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,directive,off,2.25,VIOLATED,-0.646,,,2.246,u_a_retime_s1_20_reg/D,630,51,2,29936.455180250003,,,,,,,,,105.139,42.775800000000004,32.231500000000004,70.07430000000001,2.8333299999999997,,,probabilistic,,,43,53.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,directive,off,3.0,MET,0.0,,,2.6,dout[5],429,48,2,21816.92790575,,,,,,,,,57.9231,21.221,19.8926,36.028,2.0025,,,probabilistic,,,21,30.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,directive,off,4.0,MET,0.0,,,3.379,u_a_retime_s1_22_reg/D,288,44,2,15839.57903825,,,,,,,,,34.2136,10.1389,13.2822,19.5564,1.375,,,probabilistic,,,15,24.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,directive,off,5.0,MET,0.018,,,4.366,u_a_retime_s1_5_reg/D,251,42,2,14315.688117,,,,,,,,,23.4593,6.16305,9.6366,12.7727,1.05,,,probabilistic,,,15,25.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,directive,off,6.5,MET,0.001,,,5.849,u_a_retime_s1_12_reg/D,233,29,9,13019.188330500001,,,,,,,,,16.9749,4.9652400000000005,5.34413,11.0731,0.5576920000000001,,,probabilistic,,,13,22.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,orig,off,2.25,VIOLATED,-3.332,,,4.9,u_b_r1_reg[14]/D,583,24,0,26754.645692500002,,,,,,,,,93.2404,42.5881,14.402,77.5051,1.33333,,,probabilistic,,,60,68.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,orig,off,3.0,VIOLATED,-2.594,,,4.868,u_b_r1_reg[15]/D,570,24,0,26217.067656,,,,,,,,,69.92370000000001,30.4304,10.9136,58.0101,1.0,,,probabilistic,,,55,63.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,orig,off,4.0,VIOLATED,-1.453,,,4.796,u_b_r1_reg[15]/D,624,24,0,28785.97232575,,,,,,,,,57.0365,25.9326,8.817079999999999,47.4694,0.75,,,probabilistic,,,93,101.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,orig,off,5.0,VIOLATED,-0.455,,,4.8,u_b_r1_reg[12]/D,666,24,0,29898.794996,,,,,,,,,48.2521,21.994,7.1366499999999995,40.5154,0.6,,,probabilistic,,,84,94.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,orig,off,6.5,MET,0.001,,,5.87,u_b_r1_reg[15]/D,419,24,0,19714.9820685,,,,,,,,,24.127699999999997,9.99334,4.71187,18.9543,0.461538,,,probabilistic,,,11,20.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,orig,on,2.25,VIOLATED,-0.646,,,2.246,u_a_retime_s1_20_reg/D,630,51,2,29936.455180250003,,,,,,,,,105.139,42.775800000000004,32.231500000000004,70.07430000000001,2.8333299999999997,,,probabilistic,,,44,52.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,orig,on,3.0,MET,0.0,,,2.6,dout[5],429,48,2,21816.92790575,,,,,,,,,57.9231,21.221,19.8926,36.028,2.0025,,,probabilistic,,,21,30.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,orig,on,4.0,MET,0.0,,,3.379,u_a_retime_s1_22_reg/D,288,44,2,15839.57903825,,,,,,,,,34.2136,10.1389,13.2822,19.5564,1.375,,,probabilistic,,,16,24.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,orig,on,5.0,MET,0.018,,,4.366,u_a_retime_s1_5_reg/D,251,42,2,14315.688117,,,,,,,,,23.4593,6.16305,9.6366,12.7727,1.05,,,probabilistic,,,15,23.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,orig,on,6.5,MET,0.001,,,5.849,u_a_retime_s1_12_reg/D,233,29,9,13019.188330500001,,,,,,,,,16.9749,4.9652400000000005,5.34413,11.0731,0.5576920000000001,,,probabilistic,,,13,22.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,retimed,off,2.25,VIOLATED,-1.745,,,3.699,u_b_r2_reg[7]/D,542,24,0,24661.99872725,,,,,,,,,81.926,36.8005,16.1892,64.40350000000001,1.33333,,,probabilistic,,,32,40.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,retimed,off,3.0,VIOLATED,-1.026,,,3.741,u_b_r2_reg[6]/D,705,24,0,32008.04753925,,,,,,,,,78.39930000000001,35.5581,13.140799999999999,64.256,1.0025,,,probabilistic,,,43,52.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,retimed,off,4.0,VIOLATED,-0.006,,,3.719,u_b_r2_reg[7]/D,479,24,0,22610.06295025,,,,,,,,,43.6679,19.3077,8.53063,34.3873,0.75,,,probabilistic,,,35,44.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,retimed,off,5.0,MET,0.006,,,4.37,u_b_r2_reg[7]/SI,313,24,0,15624.53632975,,,,,,,,,23.5986,8.947109999999999,5.880599999999999,17.118000000000002,0.6,,,probabilistic,,,8,17.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,genus,23.12-s086_1,retimed,off,6.5,MET,0.002,,,5.876,u_a_p_reg[13]/D,238,24,0,12808.483721999999,,,,,,,,,14.344199999999999,4.54999,4.22827,9.65436,0.461538,,,probabilistic,,,6,15.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,directive,unsupported,2.25,VIOLATED,-12.8564,,,14.7579,,249,32,,,,,,,,,,,26.0808,6.68763,,,,,,vectorless,,,1,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,directive,unsupported,3.0,VIOLATED,-12.1064,,,14.7579,,249,32,,,,,,,,,,,19.5606,5.015720000000001,,,,,,vectorless,,,1,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,directive,unsupported,4.0,VIOLATED,-11.1064,,,14.7579,,249,32,,,,,,,,,,,14.670499999999999,3.76179,,,,,,vectorless,,,0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,directive,unsupported,5.0,VIOLATED,-10.1064,,,14.7579,,249,32,,,,,,,,,,,11.7364,3.00943,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,directive,unsupported,6.5,VIOLATED,-8.6064,,,14.7579,,249,32,,,,,,,,,,,9.02801,2.31495,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,orig,unsupported,2.25,VIOLATED,-12.8564,,,14.7579,,249,32,,,,,,,,,,,26.0808,6.68763,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,orig,unsupported,3.0,VIOLATED,-12.1064,,,14.7579,,249,32,,,,,,,,,,,19.5606,5.015720000000001,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,orig,unsupported,4.0,VIOLATED,-11.1064,,,14.7579,,249,32,,,,,,,,,,,14.670499999999999,3.76179,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,orig,unsupported,5.0,VIOLATED,-10.1064,,,14.7579,,249,32,,,,,,,,,,,11.7364,3.00943,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,orig,unsupported,6.5,VIOLATED,-8.6064,,,14.7579,,249,32,,,,,,,,,,,9.02801,2.31495,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,retimed,unsupported,2.25,VIOLATED,-6.4221,,,8.3294,,239,32,,,,,,,,,,,25.1295,6.69368,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,retimed,unsupported,3.0,VIOLATED,-5.6721,,,8.3294,,239,32,,,,,,,,,,,18.847099999999998,5.02027,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,retimed,unsupported,4.0,VIOLATED,-4.6721,,,8.3294,,239,32,,,,,,,,,,,14.135299999999999,3.7651999999999997,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,retimed,unsupported,5.0,VIOLATED,-3.6721,,,8.3294,,239,32,,,,,,,,,,,11.308300000000001,3.0121599999999997,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,openroad_syn,,retimed,unsupported,6.5,VIOLATED,-2.1721,,,8.3294,,239,32,,,,,,,,,,,8.69868,2.31705,,,,,,vectorless,,,0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,directive,on,4.55,VIOLATED,-3.538,-3.538,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,130.0,,,,,,,vectorless,84,32,28,36.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,directive,on,5.6,VIOLATED,-2.542,-2.542,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,122.0,,,,,,,vectorless,84,32,29,37.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,directive,on,7.0,VIOLATED,-1.177,-1.177,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,116.0,,,,,,,vectorless,84,32,28,37.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,directive,on,8.4,MET,0.147,0.147,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,112.0,,,,,,,vectorless,84,32,29,39.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,directive,on,10.5,MET,1.877,1.877,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,108.0,,,,,,,vectorless,84,32,29,41.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,orig,off,4.55,VIOLATED,-3.538,-3.538,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,130.0,,,,,,,vectorless,84,32,28,36.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,orig,off,5.6,VIOLATED,-2.542,-2.542,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,122.0,,,,,,,vectorless,84,32,28,38.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,orig,off,7.0,VIOLATED,-1.177,-1.177,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,116.0,,,,,,,vectorless,84,32,28,40.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,orig,off,8.4,MET,0.147,0.147,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,112.0,,,,,,,vectorless,84,32,35,42.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,orig,off,10.5,MET,1.877,1.877,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,108.0,,,,,,,vectorless,84,32,32,40.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,orig,on,4.55,VIOLATED,-3.538,-3.538,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,130.0,,,,,,,vectorless,84,32,28,36.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,orig,on,5.6,VIOLATED,-2.542,-2.542,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,122.0,,,,,,,vectorless,84,32,28,36.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,orig,on,7.0,VIOLATED,-1.177,-1.177,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,116.0,,,,,,,vectorless,84,32,27,35.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,orig,on,8.4,MET,0.147,0.147,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,112.0,,,,,,,vectorless,84,32,28,35.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,orig,on,10.5,MET,1.877,1.877,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,108.0,,,,,,,vectorless,84,32,28,35.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,retimed,off,4.55,VIOLATED,-2.268,-2.268,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,130.0,,,,,,,vectorless,84,32,30,42.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,retimed,off,5.6,VIOLATED,-1.775,-1.775,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,123.0,,,,,,,vectorless,84,32,30,42.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,retimed,off,7.0,MET,0.179,0.179,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,117.0,,,,,,,vectorless,84,32,27,35.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,retimed,off,8.4,MET,0.275,0.275,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,112.0,,,,,,,vectorless,84,32,28,36.0,,
r15_hier_boundary_block,E - hierarchy boundary,vivado,2023.1,retimed,off,10.5,MET,2.911,2.911,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,108.0,,,,,,,vectorless,84,32,29,35.0,,
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,directive,off,5.0,VIOLATED,-7.1681,,,11.8805,_454_,305,24,,7044.7104,,,,,,,,,14.6,4.84,,,,,,vectorless,,,1.0,2.0,,
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,directive,on,2.25,VIOLATED,-4.4798,,,6.4326,_779_,329,24,,9906.624,,,,,,,,,28.6,10.7,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,directive,on,3.0,VIOLATED,-3.7298,,,6.4326,_779_,329,24,,9906.624,,,,,,,,,21.5,8.05,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,directive,on,4.0,VIOLATED,-2.7298,,,6.4326,_779_,329,24,,9906.624,,,,,,,,,16.1,6.04,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,directive,on,5.0,VIOLATED,-1.7298,,,6.4326,_779_,329,24,,9906.624,,,,,,,,,12.9,4.83,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,directive,on,6.5,VIOLATED,-0.2298,,,6.4326,_779_,329,24,,9906.624,,,,,,,,,9.91,3.7100000000000004,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,orig,off,2.25,VIOLATED,-9.9181,,,11.8805,_454_,305,24,,7044.7104,,,,,,,,,32.4,10.8,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,orig,off,3.0,VIOLATED,-9.1681,,,11.8805,_454_,305,24,,7044.7104,,,,,,,,,24.299999999999997,8.07,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,orig,off,4.0,VIOLATED,-8.1681,,,11.8805,_454_,305,24,,7044.7104,,,,,,,,,18.2,6.05,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,orig,off,5.0,VIOLATED,-7.1681,,,11.8805,_454_,305,24,,7044.7104,,,,,,,,,14.6,4.84,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,orig,off,6.5,VIOLATED,-5.6681,,,11.8805,_454_,305,24,,7044.7104,,,,,,,,,11.2,3.72,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,orig,on,2.25,VIOLATED,-4.4798,,,6.4326,_779_,329,24,,9906.624,,,,,,,,,28.6,10.7,,,,,,vectorless,,,2.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,orig,on,3.0,VIOLATED,-3.7298,,,6.4326,_779_,329,24,,9906.624,,,,,,,,,21.5,8.05,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,orig,on,4.0,VIOLATED,-2.7298,,,6.4326,_779_,329,24,,9906.624,,,,,,,,,16.1,6.04,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,orig,on,5.0,VIOLATED,-1.7298,,,6.4326,_779_,329,24,,9906.624,,,,,,,,,12.9,4.83,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,orig,on,6.5,VIOLATED,-0.2298,,,6.4326,_779_,329,24,,9906.624,,,,,,,,,9.91,3.7100000000000004,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,retimed,off,2.25,VIOLATED,-5.8446,,,7.7731,_415_,306,24,,6835.8528,,,,,,,,,26.0,8.030000000000001,,,,,,vectorless,,,0.0,1.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,retimed,off,3.0,VIOLATED,-5.0946,,,7.7731,_415_,306,24,,6835.8528,,,,,,,,,19.5,6.029999999999999,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,retimed,off,4.0,VIOLATED,-4.0946,,,7.7731,_415_,306,24,,6835.8528,,,,,,,,,14.6,4.52,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,retimed,off,5.0,VIOLATED,-3.0946,,,7.7731,_415_,306,24,,6835.8528,,,,,,,,,11.700000000000001,3.62,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,retimed,off,6.5,VIOLATED,-1.5946,,,7.7731,_415_,306,24,,6835.8528,,,,,,,,,9.0,2.78,,,,,,vectorless,,,1.0,2.0,ffac994c103b,uncommitted
r15_hier_boundary_block,E - hierarchy boundary,yosys,0.58,retimed,on,5.0,VIOLATED,-0.0267,,,4.7105,_725_,330,24,,9277.2288,,,,,,,,,12.200000000000001,4.43,,,,,,vectorless,,,1.0,2.0,,
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,directive,off,2.25,VIOLATED,-0.666,,,2.516,dout[15],857,71,71,40535.98687325,,,,,,,,,140.433,57.7091,40.3153,96.17,3.94778,,,probabilistic,,,56,65.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,directive,off,3.0,MET,0.0,,,2.383,retime_s3_6_reg/D,702,68,68,34191.32979025,,,,,,,,,93.6828,37.7382,27.849800000000002,62.999700000000004,2.8333299999999997,,,probabilistic,,,34,44.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,directive,off,4.0,MET,0.001,,,3.242,retime_s1_6_reg/D,423,67,67,23085.331366,,,,,,,,,46.613,14.5105,17.9919,26.5274,2.09375,,,probabilistic,,,17,25.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,directive,off,5.0,MET,0.02,,,4.742,retime_s2_5_reg/D,380,63,63,21280.674056,,,,,,,,,36.462,10.6494,14.1882,20.6987,1.575,,,probabilistic,,,19,28.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,directive,off,6.5,MET,0.011,,,6.205,retime_s2_8_reg/D,359,55,55,19987.831199250002,,,,,,,,,25.3871,7.3488,9.401670000000001,14.9277,1.05769,,,probabilistic,,,13,23.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,orig,off,2.25,VIOLATED,-4.17,,,6.137,r_out_reg[11]/D,802,48,0,37038.55539675,,,,,,,,,137.56099999999998,60.3724,25.221899999999998,109.673,2.66667,,,probabilistic,,,62,71.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,orig,off,3.0,VIOLATED,-3.421,,,6.138,r_out_reg[15]/D,830,48,0,38231.462689500004,,,,,,,,,109.33,48.3426,19.3039,88.026,2.0,,,probabilistic,,,67,76.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,orig,off,4.0,VIOLATED,-2.411,,,6.151,r_out_reg[15]/D,798,48,0,36651.183676,,,,,,,,,77.0568,34.158899999999996,14.0444,61.5124,1.5,,,probabilistic,,,52,62.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,orig,off,5.0,VIOLATED,-1.518,,,6.222,r_out_reg[14]/D,792,48,0,36792.411383750004,,,,,,,,,61.2749,26.854400000000002,11.1951,48.8799,1.2,,,probabilistic,,,80,89.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,orig,off,6.5,MET,0.0,,,6.216,r_out_reg[15]/D,727,48,0,33993.835963,,,,,,,,,43.705,19.0082,8.14714,34.6348,0.923077,,,probabilistic,,,33,44.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,orig,on,2.25,VIOLATED,-0.666,,,2.516,dout[15],857,71,71,40535.98687325,,,,,,,,,140.433,57.7091,40.3153,96.17,3.94778,,,probabilistic,,,55,64.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,orig,on,3.0,MET,0.0,,,2.383,retime_s3_6_reg/D,702,68,68,34191.32979025,,,,,,,,,93.6828,37.7382,27.849800000000002,62.999700000000004,2.8333299999999997,,,probabilistic,,,34,43.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,orig,on,4.0,MET,0.001,,,3.242,retime_s1_6_reg/D,423,67,67,23085.331366,,,,,,,,,46.613,14.5105,17.9919,26.5274,2.09375,,,probabilistic,,,17,26.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,orig,on,5.0,MET,0.02,,,4.742,retime_s2_5_reg/D,380,63,63,21280.674056,,,,,,,,,36.462,10.6494,14.1882,20.6987,1.575,,,probabilistic,,,19,29.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,orig,on,6.5,MET,0.011,,,6.205,retime_s2_8_reg/D,359,55,55,19987.831199250002,,,,,,,,,25.3871,7.3488,9.401670000000001,14.9277,1.05769,,,probabilistic,,,13,22.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,retimed,off,2.25,VIOLATED,-2.164,,,4.131,r_mid_reg[14]/D,740,48,0,34230.3144905,,,,,,,,,107.30099999999999,46.343799999999995,23.3413,81.2933,2.66667,,,probabilistic,,,57,67.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,retimed,off,3.0,VIOLATED,-1.316,,,4.08,r_mid_reg[14]/D,798,48,0,36904.765294,,,,,,,,,86.2466,37.3424,17.9343,66.31230000000001,2.0,,,probabilistic,,,53,63.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,retimed,off,4.0,VIOLATED,-0.461,,,4.161,r_mid_reg[4]/D,661,48,0,31670.50114,,,,,,,,,57.604,23.2236,13.187199999999999,42.916799999999995,1.5,,,probabilistic,,,61,70.0,214522d2ef19,uncommitted
r16_dont_touch_conflict,E - preservation conflict,genus,23.12-s086_1,retimed,off,5.0,MET,0.001,,,4.682,r_mid_reg[2]/D,530,48,0,25785.225493,,,,,,,,,37.794200000000004,14.423399999999999,9.60032,26.9939,1.2,,,probabilistic,,,12,21.0,214522d2ef19,uncommitted
