bench,class,tool,tool_version,variant,mode,period_ns,timing_status,wns_ns,wns_reg2reg_ns,timing_basis,data_path_ns,critical_endpoint,num_cells,num_seq,retime_named_regs,area_um2,routed_wirelength_um,postroute_wns_ns,achieved_density_pct,path_route_share_pct,path_cell_delay_ns,path_net_delay_ns,max_route_layer,place_blockage_frac,power_mw,power_switching_mw,power_register_mw,power_logic_mw,power_clock_mw,power_sequential_mw,power_combinational_mw,power_mode,num_lut,num_ff,runtime_total_s,wall_seconds,sdc_sha1,git_commit
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",vivado,2023.1,orig,on,15.0,MET,10.289,10.289,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,109.0,,,,,,,vectorless,187,70,27,35.0,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",vivado,2023.1,retimed,off,6.5,VIOLATED,-0.181,-0.181,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,138.0,,,,,,,vectorless,217,117,29,37.0,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",vivado,2023.1,retimed,off,8.0,MET,1.173,1.173,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,129.0,,,,,,,vectorless,217,117,28,36.0,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",vivado,2023.1,retimed,off,10.0,MET,3.166,3.166,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,122.0,,,,,,,vectorless,217,117,29,37.0,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",vivado,2023.1,retimed,off,12.0,MET,6.581,6.581,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,116.0,,,,,,,vectorless,217,117,28,37.0,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",vivado,2023.1,retimed,off,15.0,MET,9.768,9.768,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,111.0,,,,,,,vectorless,217,117,28,35.0,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,directive,off,7.0,MET,0.472,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,13.299999999999999,2.42,,,,,,vectorless,,,2.0,2.0,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,directive,on,3.15,VIOLATED,-1.4739,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,30.5,6.3,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,directive,on,4.2,VIOLATED,-0.4239,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,22.9,4.720000000000001,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,directive,on,5.6,MET,0.9761,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,17.2,3.54,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,directive,on,7.0,MET,2.3761,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,13.700000000000001,2.83,,,,,,vectorless,,,2.0,3.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,directive,on,9.1,MET,4.4761,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,10.6,2.18,,,,,,vectorless,,,2.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,orig,off,3.15,VIOLATED,-3.378,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,29.6,5.37,,,,,,vectorless,,,2.0,3.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,orig,off,4.2,VIOLATED,-2.328,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,22.2,4.029999999999999,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,orig,off,5.6,VIOLATED,-0.928,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,16.7,3.02,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,orig,off,7.0,MET,0.472,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,13.299999999999999,2.42,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,orig,off,9.1,MET,2.572,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,10.3,1.86,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,orig,on,3.15,VIOLATED,-1.4739,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,30.5,6.3,,,,,,vectorless,,,2.0,3.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,orig,on,4.2,VIOLATED,-0.4239,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,22.9,4.720000000000001,,,,,,vectorless,,,2.0,3.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,orig,on,5.6,MET,0.9761,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,17.2,3.54,,,,,,vectorless,,,2.0,3.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,orig,on,7.0,MET,2.3761,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,13.700000000000001,2.83,,,,,,vectorless,,,2.0,3.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,orig,on,9.1,MET,4.4761,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,10.6,2.18,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,retimed,off,3.15,VIOLATED,-3.378,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,29.6,5.37,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,retimed,off,4.2,VIOLATED,-2.328,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,22.2,4.029999999999999,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,retimed,off,5.6,VIOLATED,-0.928,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,16.7,3.02,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,retimed,off,7.0,MET,0.472,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,13.299999999999999,2.42,,,,,,vectorless,,,1.0,2.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,retimed,off,9.1,MET,2.572,,,6.1749,_846_,804,70,,15616.3392,,,,,,,,,10.3,1.86,,,,,,vectorless,,,2.0,3.0,5119b122b5a1,uncommitted
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",yosys,0.58,retimed,on,7.0,MET,2.3761,,,4.3293,_1379_,874,70,,18994.752,,,,,,,,,13.700000000000001,2.83,,,,,,vectorless,,,2.0,3.0,,
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,directive,off,2.7,VIOLATED,-1.768,,,4.184,retime_s2_4_reg/D,2324,50,6,104996.4083935,,,,,,,,,247.871,118.70100000000001,31.357599999999998,214.198,2.31481,,,probabilistic,,,98,107.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,directive,off,3.6,VIOLATED,-1.133,,,4.436,retime_s2_4_reg/D,1936,66,12,92308.24546325,,,,,,,,,189.553,84.3487,31.7602,155.502,2.29167,,,probabilistic,,,94,104.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,directive,off,4.8,MET,0.0,,,4.523,retime_s3_2_reg/D,1490,53,6,74953.14607475,,,,,,,,,101.18,43.181999999999995,15.804200000000002,83.99589999999999,1.38021,,,probabilistic,,,48,58.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,directive,off,6.0,MET,0.016,,,5.313,WALLACE_CSA_DUMMY_OP_groupi_retime_s1_7_reg/D,581,52,8,41660.660864,,,,,,,,,45.9974,14.834200000000001,10.1507,34.7634,1.08333,,,probabilistic,,,29,38.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,directive,off,7.8,MET,0.29,,,6.86,retime_s4_1_reg/SE,528,40,7,38995.750724749996,,,,,,,,,31.9293,9.63373,6.65321,24.6351,0.6410260000000001,,,probabilistic,,,27,36.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,orig,off,2.7,VIOLATED,-4.278,,,6.743,state_q_reg[0]/D,2530,70,0,115259.20574075001,,,,,,,,,261.896,129.25300000000001,29.3117,229.344,3.24074,,,probabilistic,,,88,98.0,,
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,orig,off,3.6,VIOLATED,-3.161,,,6.525,state_q_reg[2]/D,2813,70,0,127132.5645745,,,,,,,,,213.274,106.789,21.3841,189.45899999999997,2.43056,,,probabilistic,,,124,133.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,orig,off,4.8,VIOLATED,-1.932,,,6.449,state_q_reg[2]/D,2794,70,0,128454.95170025,,,,,,,,,159.10399999999998,79.269,16.6979,140.58300000000003,1.82292,,,probabilistic,,,128,137.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,orig,off,6.0,VIOLATED,-0.668,,,6.386,state_q_reg[2]/D,2962,70,0,135513.6331895,,,,,,,,,135.429,68.5364,13.1611,120.81,1.4583300000000001,,,probabilistic,,,144,152.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,orig,off,7.8,MET,0.0,,,7.555,state_q_reg[3]/D,1397,70,0,72695.756422,,,,,,,,,60.8674,25.7018,9.66924,50.076299999999996,1.1217899999999998,,,probabilistic,,,38,48.0,,
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,orig,on,2.7,VIOLATED,-1.768,,,4.184,retime_s2_4_reg/D,2324,50,6,104996.4083935,,,,,,,,,247.871,118.70100000000001,31.357599999999998,214.198,2.31481,,,probabilistic,,,99,109.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,orig,on,3.6,VIOLATED,-1.133,,,4.436,retime_s2_4_reg/D,1936,66,12,92308.24546325,,,,,,,,,189.553,84.3487,31.7602,155.502,2.29167,,,probabilistic,,,95,104.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,orig,on,4.8,MET,0.0,,,4.523,retime_s3_2_reg/D,1490,53,6,74953.14607475,,,,,,,,,101.18,43.181999999999995,15.804200000000002,83.99589999999999,1.38021,,,probabilistic,,,49,57.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,orig,on,6.0,MET,0.016,,,5.313,WALLACE_CSA_DUMMY_OP_groupi_retime_s1_7_reg/D,581,52,8,41660.660864,,,,,,,,,45.9974,14.834200000000001,10.1507,34.7634,1.08333,,,probabilistic,,,29,39.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,orig,on,7.8,MET,0.29,,,6.86,retime_s4_1_reg/SE,528,40,7,38995.750724749996,,,,,,,,,31.9293,9.63373,6.65321,24.6351,0.6410260000000001,,,probabilistic,,,27,36.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,retimed,off,2.7,VIOLATED,-3.654,,,5.594,red_q_reg[3]/D,2400,10,0,106936.9396135,,,,,,,,,263.801,139.86599999999999,4.23526,259.103,0.462963,,,probabilistic,,,104,114.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,retimed,off,3.6,VIOLATED,-2.536,,,5.431,red_q_reg[1]/D,2708,10,0,120013.58164575,,,,,,,,,222.63,117.431,4.19527,218.088,0.34722200000000003,,,probabilistic,,,137,147.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,retimed,off,4.8,VIOLATED,-1.518,,,5.58,red_q_reg[2]/D,2502,10,0,111774.1123535,,,,,,,,,153.149,81.12519999999999,2.48127,150.407,0.260417,,,probabilistic,,,96,106.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,retimed,off,6.0,VIOLATED,-0.149,,,5.307,red_q_reg[3]/D,2727,10,0,123136.634284,,,,,,,,,133.555,70.3739,2.22572,131.12099999999998,0.208333,,,probabilistic,,,128,137.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,genus,23.12-s086_1,retimed,off,7.8,MET,0.001,,,7.073,red_q_reg[3]/D,743,10,0,44604.70790425,,,,,,,,,35.117599999999996,13.843,1.55522,33.4021,0.160256,,,probabilistic,,,26,35.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,directive,unsupported,2.7,VIOLATED,-33.5165,,,35.8848,,1369,70,,,,,,,,,,,530.054,244.361,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,directive,unsupported,3.6,VIOLATED,-32.6165,,,35.8848,,1369,70,,,,,,,,,,,486.263,225.345,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,directive,unsupported,4.8,VIOLATED,-31.4165,,,35.8848,,1369,70,,,,,,,,,,,444.761,206.957,,,,,,vectorless,,,2,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,directive,unsupported,6.0,VIOLATED,-30.2165,,,35.8848,,1369,70,,,,,,,,,,,409.36899999999997,190.737,,,,,,vectorless,,,2,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,directive,unsupported,7.8,VIOLATED,-28.4165,,,35.8848,,1369,70,,,,,,,,,,,368.548,171.882,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,orig,unsupported,2.7,VIOLATED,-33.5165,,,35.8848,,1369,70,,,,,,,,,,,530.054,244.361,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,orig,unsupported,3.6,VIOLATED,-32.6165,,,35.8848,,1369,70,,,,,,,,,,,486.263,225.345,,,,,,vectorless,,,2,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,orig,unsupported,4.8,VIOLATED,-31.4165,,,35.8848,,1369,70,,,,,,,,,,,444.761,206.957,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,orig,unsupported,6.0,VIOLATED,-30.2165,,,35.8848,,1369,70,,,,,,,,,,,409.36899999999997,190.737,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,orig,unsupported,7.8,VIOLATED,-28.4165,,,35.8848,,1369,70,,,,,,,,,,,368.548,171.882,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,retimed,unsupported,2.7,VIOLATED,-32.5147,,,34.9002,,1235,10,,,,,,,,,,,699.0690000000001,331.68199999999996,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,retimed,unsupported,3.6,VIOLATED,-31.6147,,,34.9002,,1235,10,,,,,,,,,,,657.198,311.71999999999997,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,retimed,unsupported,4.8,VIOLATED,-30.4147,,,34.9002,,1235,10,,,,,,,,,,,615.521,291.77500000000003,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,retimed,unsupported,6.0,VIOLATED,-29.2147,,,34.9002,,1235,10,,,,,,,,,,,588.266,278.752,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,openroad_syn,,retimed,unsupported,7.8,VIOLATED,-27.4147,,,34.9002,,1235,10,,,,,,,,,,,552.729,261.582,,,,,,vectorless,,,1,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,directive,on,5.2,VIOLATED,-5.004,-5.004,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,106.0,,,,,,,vectorless,237,70,33,41.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,directive,on,6.4,VIOLATED,-3.702,-3.702,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,103.0,,,,,,,vectorless,237,71,34,41.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,directive,on,8.0,VIOLATED,-1.878,-1.878,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,101.0,,,,,,,vectorless,237,70,32,42.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,directive,on,9.6,VIOLATED,-0.164,-0.164,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,100.0,,,,,,,vectorless,239,71,34,42.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,directive,on,12.0,MET,0.679,0.679,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,98.0,,,,,,,vectorless,234,70,31,39.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,orig,off,5.2,VIOLATED,-5.004,-5.004,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,106.0,,,,,,,vectorless,237,70,33,42.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,orig,off,6.4,VIOLATED,-3.702,-3.702,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,103.0,,,,,,,vectorless,237,71,34,43.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,orig,off,8.0,VIOLATED,-1.878,-1.878,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,101.0,,,,,,,vectorless,237,70,32,40.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,orig,off,9.6,VIOLATED,-0.164,-0.164,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,100.0,,,,,,,vectorless,239,71,34,44.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,orig,off,12.0,MET,0.679,0.679,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,98.0,,,,,,,vectorless,234,70,30,41.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,orig,on,5.2,VIOLATED,-5.004,-5.004,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,106.0,,,,,,,vectorless,237,70,35,44.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,orig,on,6.4,VIOLATED,-3.702,-3.702,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,103.0,,,,,,,vectorless,237,71,36,45.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,orig,on,8.0,VIOLATED,-1.878,-1.878,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,101.0,,,,,,,vectorless,237,70,32,40.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,orig,on,9.6,VIOLATED,-0.164,-0.164,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,100.0,,,,,,,vectorless,239,71,33,41.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,orig,on,12.0,MET,0.679,0.679,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,98.0,,,,,,,vectorless,234,70,30,38.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,retimed,off,5.2,VIOLATED,-2.268,-2.268,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,105.0,,,,,,,vectorless,244,13,34,41.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,retimed,off,6.4,VIOLATED,-0.917,-0.917,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,103.0,,,,,,,vectorless,244,13,32,40.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,retimed,off,8.0,VIOLATED,-0.026,-0.026,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,100.0,,,,,,,vectorless,244,13,78,86.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,retimed,off,9.6,MET,1.006,1.006,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,99.0,,,,,,,vectorless,235,13,83,94.0,,
r06_fsm_high_fanin,B - FSM fanin,vivado,2023.1,retimed,off,12.0,MET,2.199,2.199,paths ending at a register (pad delay excluded),,,,,,,,,,,,,,,97.0,,,,,,,vectorless,235,10,28,36.0,,
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,directive,off,6.0,VIOLATED,-6.2119,,,11.8551,_1901_,1091,70,,30210.9696,,,,,,,,,186.0,73.80000000000001,,,,,,vectorless,,,2.0,3.0,,
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,directive,on,2.7,VIOLATED,-6.0541,,,8.4411,_3739_,1161,70,,41314.2912,,,,,,,,,240.0,119.0,,,,,,vectorless,,,1.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,directive,on,3.6,VIOLATED,-5.1541,,,8.4411,_3739_,1161,70,,41314.2912,,,,,,,,,181.0,89.39999999999999,,,,,,vectorless,,,2.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,directive,on,4.8,VIOLATED,-3.9541,,,8.4411,_3739_,1161,70,,41314.2912,,,,,,,,,136.0,67.10000000000001,,,,,,vectorless,,,2.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,directive,on,6.0,VIOLATED,-2.7541,,,8.4411,_3739_,1161,70,,41314.2912,,,,,,,,,108.0,53.699999999999996,,,,,,vectorless,,,2.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,directive,on,7.8,VIOLATED,-0.9541,,,8.4411,_3739_,1161,70,,41314.2912,,,,,,,,,83.4,41.300000000000004,,,,,,vectorless,,,1.0,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,orig,off,2.7,VIOLATED,-9.5119,,,11.8551,_1901_,1091,70,,30210.9696,,,,,,,,,263.0,103.0,,,,,,vectorless,,,2.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,orig,off,3.6,VIOLATED,-8.6119,,,11.8551,_1901_,1091,70,,30210.9696,,,,,,,,,231.0,90.7,,,,,,vectorless,,,1.0,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,orig,off,4.8,VIOLATED,-7.4119,,,11.8551,_1901_,1091,70,,30210.9696,,,,,,,,,204.0,80.5,,,,,,vectorless,,,2.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,orig,off,6.0,VIOLATED,-6.2119,,,11.8551,_1901_,1091,70,,30210.9696,,,,,,,,,186.0,73.80000000000001,,,,,,vectorless,,,1.0,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,orig,off,7.8,VIOLATED,-4.4119,,,11.8551,_1901_,1091,70,,30210.9696,,,,,,,,,164.0,65.3,,,,,,vectorless,,,1.0,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,orig,on,2.7,VIOLATED,-6.0541,,,8.4411,_3739_,1161,70,,41314.2912,,,,,,,,,240.0,119.0,,,,,,vectorless,,,2.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,orig,on,3.6,VIOLATED,-5.1541,,,8.4411,_3739_,1161,70,,41314.2912,,,,,,,,,181.0,89.39999999999999,,,,,,vectorless,,,2.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,orig,on,4.8,VIOLATED,-3.9541,,,8.4411,_3739_,1161,70,,41314.2912,,,,,,,,,136.0,67.10000000000001,,,,,,vectorless,,,2.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,orig,on,6.0,VIOLATED,-2.7541,,,8.4411,_3739_,1161,70,,41314.2912,,,,,,,,,108.0,53.699999999999996,,,,,,vectorless,,,2.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,orig,on,7.8,VIOLATED,-0.9541,,,8.4411,_3739_,1161,70,,41314.2912,,,,,,,,,83.4,41.300000000000004,,,,,,vectorless,,,2.0,3.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,retimed,off,2.7,VIOLATED,-9.1874,,,11.5773,_1683_,1027,10,,23496.48,,,,,,,,,257.0,106.0,,,,,,vectorless,,,1.0,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,retimed,off,3.6,VIOLATED,-8.2874,,,11.5773,_1683_,1027,10,,23496.48,,,,,,,,,226.0,93.0,,,,,,vectorless,,,1.0,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,retimed,off,4.8,VIOLATED,-7.0874,,,11.5773,_1683_,1027,10,,23496.48,,,,,,,,,199.0,81.19999999999999,,,,,,vectorless,,,1.0,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,retimed,off,6.0,VIOLATED,-5.8874,,,11.5773,_1683_,1027,10,,23496.48,,,,,,,,,181.0,73.4,,,,,,vectorless,,,1.0,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,retimed,off,7.8,VIOLATED,-4.0874,,,11.5773,_1683_,1027,10,,23496.48,,,,,,,,,161.0,64.9,,,,,,vectorless,,,1.0,2.0,b763644610a4,uncommitted
r06_fsm_high_fanin,B - FSM fanin,yosys,0.58,retimed,on,6.0,VIOLATED,-1.7626,,,7.4494,_3510_,1037,10,,36287.5968,,,,,,,,,104.0,54.199999999999996,,,,,,vectorless,,,2.0,4.0,,
r08_fsm_output_decode,B - FSM output decode,genus,23.12-s086_1,directive,off,2.7,VIOLATED,-0.917,,,3.374,retime_s3_5_reg/D,739,48,48,34491.40218175,,,,,,,,,101.476,44.4881,21.8652,77.3881,2.22222,,,probabilistic,,,56,65.0,ee0a40a8de63,uncommitted
r08_fsm_output_decode,B - FSM output decode,genus,23.12-s086_1,directive,off,3.6,VIOLATED,-0.014,,,3.214,dout[14],654,49,49,31545.94499475,,,,,,,,,67.0426,28.5452,15.581199999999999,49.7579,1.7034699999999998,,,probabilistic,,,48,56.0,ee0a40a8de63,uncommitted
