bench,class,latency_preserving,primary_metric,tool,variant,mode,stress_period_ns,timing_status,tns_reg2reg,wns_reg2reg,violating_paths,num_ffs,num_ffs_pre_syn,cells,area_um2,wirelength_um,power_mw,compile_seconds,route_share_pct,overflow_route,overflow_h_pct,overflow_v_pct,congestion_max_level,achieved_density_pct
r01_reset_backward_barrier,A - reset / initial state,true,fmax,innovus-nangate45,directive,off,0.1539,VIOLATED,-3.679,-0.16,28.0,48,,693,,3798.11,8.51813206,113.0,0.87,0,0.0,0.0,,86.222
r01_reset_backward_barrier,A - reset / initial state,true,fmax,innovus-nangate45,orig,off,0.1539,VIOLATED,-0.052,-0.01,8.0,24,,672,,3099.14,14.75803008,110.0,1.43,0,0.0,0.0,,93.1
r01_reset_backward_barrier,A - reset / initial state,true,fmax,innovus-nangate45,orig,on,0.1539,VIOLATED,-3.679,-0.16,28.0,48,,693,,3798.11,8.51813206,112.0,0.87,0,0.0,0.0,,86.222
r01_reset_backward_barrier,A - reset / initial state,true,fmax,innovus-nangate45,retimed,off,0.1539,VIOLATED,-1.478,-0.191,8.0,24,,661,,3094.39,8.98604677,2702.0,0.32,0,0.0,0.0,,99.647
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado-xc7a100t,directive,on,4.0,VIOLATED,-163.109,-4.549,,32,,84,,,136.0,351.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado-xc7a100t,orig,off,4.0,VIOLATED,-163.109,-4.549,,32,,84,,,136.0,351.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado-xc7a100t,orig,on,4.0,VIOLATED,-163.109,-4.549,,32,,84,,,136.0,353.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado-xc7a100t,retimed,off,4.0,VIOLATED,-160.936,-3.198,,32,,84,,,138.0,337.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado-xcau7p,directive,on,4.0,VIOLATED,-70.254,-2.241,,51,,113,,,178.0,269.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado-xcau7p,orig,off,4.0,VIOLATED,-70.254,-2.241,,51,,113,,,178.0,277.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado-xcau7p,orig,on,4.0,VIOLATED,-70.254,-2.241,,51,,113,,,178.0,281.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado-xcau7p,retimed,off,4.0,VIOLATED,-54.968,-0.816,,51,,70,,,178.0,297.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,directive,on,12.0,MET,0.0,2.698,,32,,84,,,105.0,39.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,orig,off,12.0,MET,0.0,2.698,,32,,84,,,105.0,35.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,orig,on,12.0,MET,0.0,2.698,,32,,84,,,105.0,35.0,,,,,,
r01_reset_backward_barrier,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,retimed,off,12.0,MET,0.0,4.592,,32,,84,,,106.0,34.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,innovus-nangate45,directive,off,0.1496,VIOLATED,-3.656,-0.16,28.0,55,,677,,3460.58,8.51443593,106.0,0.98,0,0.0,0.0,,88.524
r02_reset_no_valid_init,A - reset / initial state,true,fmax,innovus-nangate45,orig,off,0.1496,VIOLATED,-0.095,-0.017,8.0,24,,628,,3162.49,14.51843972,103.0,0.86,0,0.0,0.0,,94.145
r02_reset_no_valid_init,A - reset / initial state,true,fmax,innovus-nangate45,orig,on,0.1496,VIOLATED,-3.656,-0.16,28.0,55,,677,,3460.58,8.51443593,106.0,0.98,0,0.0,0.0,,88.524
r02_reset_no_valid_init,A - reset / initial state,true,fmax,innovus-nangate45,retimed,off,0.1496,VIOLATED,-1.526,-0.201,8.0,25,,697,,4085.98,9.54485736,129.0,0.92,0,0.0,0.0,,99.085
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado-xc7a100t,directive,on,3.5,VIOLATED,-175.847,-4.846,,32,,84,,,142.0,498.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado-xc7a100t,orig,off,3.5,VIOLATED,-175.847,-4.846,,32,,84,,,142.0,347.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado-xc7a100t,orig,on,3.5,VIOLATED,-175.847,-4.846,,32,,84,,,142.0,506.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado-xc7a100t,retimed,off,3.5,VIOLATED,-174.022,-3.654,,33,,84,,,145.0,513.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado-xcau7p,directive,on,3.5,VIOLATED,-81.655,-2.788,,51,,120,,,184.0,295.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado-xcau7p,orig,off,3.5,VIOLATED,-81.655,-2.788,,51,,120,,,184.0,284.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado-xcau7p,orig,on,3.5,VIOLATED,-81.655,-2.788,,51,,120,,,184.0,286.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado-xcau7p,retimed,off,3.5,VIOLATED,-77.558,-1.803,,52,,76,,,184.0,312.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,directive,on,10.5,MET,0.0,1.755,,32,,84,,,108.0,34.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,orig,off,10.5,MET,0.0,1.755,,32,,84,,,108.0,35.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,orig,on,10.5,MET,0.0,1.755,,32,,84,,,108.0,41.0,,,,,,
r02_reset_no_valid_init,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,retimed,off,10.5,MET,0.0,3.129,,33,,84,,,108.0,38.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,innovus-nangate45,directive,off,0.159,VIOLATED,-3.772,-0.165,28.0,51,,580,,3202.74,7.69362454,126.0,1.42,0,0.0,0.0,,91.378
r03_async_reset_blocker,A - reset / initial state,true,fmax,innovus-nangate45,orig,off,0.159,VIOLATED,0.0,0.006,0.0,24,,677,,3201.075,14.71397149,116.0,1.59,0,0.0,0.0,,93.302
r03_async_reset_blocker,A - reset / initial state,true,fmax,innovus-nangate45,orig,on,0.159,VIOLATED,-3.772,-0.165,28.0,51,,580,,3202.74,7.69362454,125.0,1.42,0,0.0,0.0,,91.378
r03_async_reset_blocker,A - reset / initial state,true,fmax,innovus-nangate45,retimed,off,0.159,VIOLATED,-1.357,-0.179,8.0,24,,614,,3003.975,8.26035845,1144.0,0.0,0,0.0,0.0,,100.121
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado-xc7a100t,directive,on,3.5,VIOLATED,-186.501,-5.069,,32,,84,,,142.0,349.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado-xc7a100t,orig,off,3.5,VIOLATED,-186.501,-5.069,,32,,84,,,142.0,431.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado-xc7a100t,orig,on,3.5,VIOLATED,-186.501,-5.069,,32,,84,,,142.0,383.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado-xc7a100t,retimed,off,3.5,VIOLATED,-181.814,-3.757,,32,,84,,,144.0,380.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado-xcau7p,directive,on,3.5,VIOLATED,-86.812,-2.639,,51,,113,,,183.0,273.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado-xcau7p,orig,off,3.5,VIOLATED,-86.812,-2.639,,51,,113,,,183.0,281.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado-xcau7p,orig,on,3.5,VIOLATED,-86.812,-2.639,,51,,113,,,183.0,264.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado-xcau7p,retimed,off,3.5,VIOLATED,-75.315,-1.662,,51,,70,,,183.0,268.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,directive,on,10.5,MET,0.0,1.704,,32,,84,,,108.0,43.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,orig,off,10.5,MET,0.0,1.704,,32,,84,,,108.0,42.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,orig,on,10.5,MET,0.0,1.704,,32,,84,,,108.0,36.0,,,,,,
r03_async_reset_blocker,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,retimed,off,10.5,MET,0.0,3.137,,32,,84,,,108.0,41.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,innovus-nangate45,directive,off,0.126,VIOLATED,-4.042,-0.194,26.0,50,,632,,3181.25,10.36945492,202.0,0.79,0,0.0,0.0,,88.365
r04_init_only_no_reset,A - reset / initial state,true,fmax,innovus-nangate45,orig,off,0.126,VIOLATED,-0.174,-0.023,8.0,24,,696,,3151.69,19.15517289,189.0,0.36,0,0.0,0.0,,90.607
r04_init_only_no_reset,A - reset / initial state,true,fmax,innovus-nangate45,orig,on,0.126,VIOLATED,-4.042,-0.194,26.0,50,,632,,3181.25,10.36945492,200.0,0.79,0,0.0,0.0,,88.365
r04_init_only_no_reset,A - reset / initial state,true,fmax,innovus-nangate45,retimed,off,0.126,VIOLATED,-1.724,-0.228,8.0,24,,639,,3213.56,10.46010868,228.0,0.0,0,0.0,0.0,,98.804
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado-xc7a100t,directive,on,3.5,VIOLATED,-177.252,-5.03,,32,,83,,,141.0,356.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado-xc7a100t,orig,off,3.5,VIOLATED,-177.252,-5.03,,32,,83,,,141.0,357.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado-xc7a100t,orig,on,3.5,VIOLATED,-177.252,-5.03,,32,,83,,,141.0,362.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado-xc7a100t,retimed,off,3.5,VIOLATED,-195.981,-3.491,,32,,83,,,155.0,331.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado-xcau7p,directive,on,3.5,VIOLATED,-90.362,-2.847,,50,,113,,,184.0,269.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado-xcau7p,orig,off,3.5,VIOLATED,-90.362,-2.847,,50,,113,,,184.0,270.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado-xcau7p,orig,on,3.5,VIOLATED,-90.362,-2.847,,50,,113,,,184.0,271.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado-xcau7p,retimed,off,3.5,VIOLATED,-71.771,-1.439,,50,,70,,,183.0,241.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,directive,on,10.5,MET,0.0,1.541,,32,,83,,,107.0,35.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,orig,off,10.5,MET,0.0,1.541,,32,,83,,,107.0,85.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,orig,on,10.5,MET,0.0,1.541,,32,,83,,,107.0,41.0,,,,,,
r04_init_only_no_reset,A - reset / initial state,true,fmax,vivado2023.1-xc7a100t,retimed,off,10.5,MET,0.0,2.891,,32,,83,,,108.0,38.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,innovus-nangate45,directive,off,0.1849,VIOLATED,-1.071,-0.032,78.0,166,,1108,,11330.335,15.09301588,198.0,0.32,1,0.08,0.0,,86.675
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,innovus-nangate45,orig,off,0.1849,VIOLATED,-6.281,-0.18,54.0,70,,1046,,9332.335,12.18849886,211.0,0.42,0,0.0,0.0,,95.007
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,innovus-nangate45,orig,on,0.1849,VIOLATED,-1.209,-0.035,72.0,163,,1120,,11380.025,14.38402296,200.0,0.59,1,0.06,0.0,,84.565
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,innovus-nangate45,retimed,off,0.1849,VIOLATED,-8.421,-0.18,89.0,118,,1221,,11018.89,15.25653667,220.0,0.67,0,0.0,0.0,,95.094
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado-xc7a100t,directive,on,5.0,VIOLATED,-378.594,-3.036,,99,,192,,,168.0,360.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado-xc7a100t,orig,off,5.0,VIOLATED,-265.756,-1.341,,70,,187,,,168.0,378.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado-xc7a100t,orig,on,5.0,VIOLATED,-265.756,-1.341,,70,,187,,,168.0,362.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado-xc7a100t,retimed,off,5.0,VIOLATED,-275.097,-2.149,,117,,217,,,176.0,363.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado-xcau7p,directive,on,5.0,MET,-37.386,0.714,,122,,191,,,241.0,268.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado-xcau7p,orig,off,5.0,MET,-37.454,1.591,,93,,186,,,240.0,255.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado-xcau7p,orig,on,5.0,MET,-37.454,1.591,,93,,186,,,240.0,259.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado-xcau7p,retimed,off,5.0,MET,-37.28,0.9,,140,,216,,,250.0,252.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado2023.1-xc7a100t,directive,on,10.0,MET,0.0,2.482,,99,,192,,,119.0,40.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado2023.1-xc7a100t,orig,off,10.0,MET,0.0,3.399,,70,,187,,,118.0,46.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado2023.1-xc7a100t,orig,on,10.0,MET,0.0,3.399,,70,,187,,,118.0,36.0,,,,,,
r05_fsm_high_fanout,"B/H - FSM fanout, register duplication",true,wirelength,vivado2023.1-xc7a100t,retimed,off,10.0,MET,0.0,3.166,,117,,217,,,122.0,37.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,innovus-nangate45,directive,off,0.1798,VIOLATED,-2.961,-0.329,10.0,75,,2306,,15949.045,32.98665815,191.0,9.13,0,0.0,0.0,,95.567
r06_fsm_high_fanin,B - FSM fanin,true,fmax,innovus-nangate45,orig,off,0.1798,VIOLATED,-3.64,-0.614,6.0,70,,3204,,20263.21,73.10041292,4378.0,0.84,0,0.0,0.0,,99.044
r06_fsm_high_fanin,B - FSM fanin,true,fmax,innovus-nangate45,orig,on,0.1798,VIOLATED,-2.961,-0.329,10.0,75,,2306,,15949.045,32.98665815,190.0,9.13,0,0.0,0.0,,95.567
r06_fsm_high_fanin,B - FSM fanin,true,fmax,innovus-nangate45,retimed,off,0.1798,VIOLATED,-0.017,-0.009,3.0,10,,2644,,16743.335,54.62994162,116.0,0.9,0,0.0,0.0,,94.985
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado-xc7a100t,directive,on,4.0,VIOLATED,-88.077,-6.417,,72,,237,,,179.0,413.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado-xc7a100t,orig,off,4.0,VIOLATED,-88.077,-6.417,,72,,237,,,179.0,420.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado-xc7a100t,orig,on,4.0,VIOLATED,-88.077,-6.417,,72,,237,,,179.0,398.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado-xc7a100t,retimed,off,4.0,VIOLATED,-49.253,-3.382,,13,,244,,,116.0,411.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado-xcau7p,directive,on,4.0,VIOLATED,-17.281,-1.341,,137,,235,,,155.0,269.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado-xcau7p,orig,off,4.0,VIOLATED,-17.281,-1.341,,137,,235,,,155.0,283.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado-xcau7p,orig,on,4.0,VIOLATED,-17.281,-1.341,,137,,235,,,155.0,285.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado-xcau7p,retimed,off,4.0,VIOLATED,-20.645,-1.584,,77,,245,,,155.0,264.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado2023.1-xc7a100t,directive,on,12.0,MET,0.0,0.679,,70,,234,,,98.0,39.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado2023.1-xc7a100t,orig,off,12.0,MET,0.0,0.679,,70,,234,,,98.0,41.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado2023.1-xc7a100t,orig,on,12.0,MET,0.0,0.679,,70,,234,,,98.0,38.0,,,,,,
r06_fsm_high_fanin,B - FSM fanin,true,fmax,vivado2023.1-xc7a100t,retimed,off,12.0,MET,0.0,2.199,,10,,235,,,97.0,36.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,innovus-nangate45,directive,off,0.2415,VIOLATED,-1.189,-0.099,24.0,98,,892,,5767.7,8.45603893,24.0,0.62,0,0.0,0.0,,86.72
r08_fsm_output_decode,B - FSM output decode,true,fmax,innovus-nangate45,orig,off,0.2415,VIOLATED,-7.283,-0.462,17.0,74,,939,,5722.64,15.37297144,26.0,0.37,0,0.0,0.0,,97.901
r08_fsm_output_decode,B - FSM output decode,true,fmax,innovus-nangate45,orig,on,0.2415,VIOLATED,-1.189,-0.099,24.0,98,,892,,5767.7,8.45603893,28.0,0.62,0,0.0,0.0,,86.72
r08_fsm_output_decode,B - FSM output decode,true,fmax,innovus-nangate45,retimed,off,0.2415,VIOLATED,-2.096,-0.144,16.0,74,,813,,5094.505,7.40664708,22.0,1.45,0,0.0,0.0,,84.792
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado-xc7a100t,directive,on,4.0,VIOLATED,-209.399,-7.189,,39,,80,,,157.0,330.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado-xc7a100t,orig,off,4.0,VIOLATED,-209.399,-7.189,,39,,80,,,157.0,327.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado-xc7a100t,orig,on,4.0,VIOLATED,-209.399,-7.189,,39,,80,,,157.0,358.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado-xc7a100t,retimed,off,4.0,VIOLATED,-230.363,-3.228,,38,,80,,,157.0,352.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado-xcau7p,directive,on,4.0,VIOLATED,-26.101,-0.061,,61,,106,,,171.0,197.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado-xcau7p,orig,off,4.0,VIOLATED,-26.101,-0.061,,61,,106,,,171.0,183.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado-xcau7p,orig,on,4.0,VIOLATED,-26.101,-0.061,,61,,106,,,171.0,170.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado-xcau7p,retimed,off,4.0,MET,-62.583,0.404,,72,,98,,,175.0,234.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado2023.1-xc7a100t,directive,on,12.0,MET,0.0,0.603,,38,,80,,,106.0,39.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado2023.1-xc7a100t,orig,off,12.0,MET,0.0,0.603,,38,,80,,,106.0,41.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado2023.1-xc7a100t,orig,on,12.0,MET,0.0,0.603,,38,,80,,,106.0,35.0,,,,,,
r08_fsm_output_decode,B - FSM output decode,true,fmax,vivado2023.1-xc7a100t,retimed,off,12.0,MET,-46.962,3.61,,38,,80,,,106.0,37.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,innovus-nangate45,directive,off,0.203,VIOLATED,-14.36,-0.109,264.0,526,,3878,,31200.775,45.82728534,21.0,8.51,0,0.0,0.0,,85.759
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,innovus-nangate45,orig,off,0.203,VIOLATED,-16.928,-0.494,64.0,192,,4348,,30663.9,64.87239672,19.0,1.61,0,0.0,0.0,,94.084
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,innovus-nangate45,orig,on,0.203,VIOLATED,-14.36,-0.109,264.0,526,,3878,,31200.775,45.82728534,22.0,8.51,0,0.0,0.0,,85.759
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,innovus-nangate45,retimed,off,0.203,VIOLATED,-21.069,-0.409,80.0,208,,4860,,32343.76,59.77884108,21.0,1.51,0,0.0,0.0,,94.041
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado-xc7a100t,directive,on,4.0,VIOLATED,-233.007,-3.506,,33,,17,,,242.0,321.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado-xc7a100t,orig,off,4.0,VIOLATED,-233.007,-3.506,,33,,17,,,242.0,333.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado-xc7a100t,orig,on,4.0,VIOLATED,-233.007,-3.506,,33,,17,,,242.0,304.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado-xc7a100t,retimed,off,4.0,VIOLATED,-266.025,-2.723,,35,,17,,,231.0,334.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado-xcau7p,directive,on,4.0,MET,-46.016,0.162,,105,,16,,,282.0,190.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado-xcau7p,orig,off,4.0,MET,-46.016,0.162,,105,,16,,,282.0,182.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado-xcau7p,orig,on,4.0,MET,-46.016,0.162,,105,,16,,,282.0,184.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado-xcau7p,retimed,off,4.0,MET,-46.016,0.023,,117,,16,,,262.0,179.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado2023.1-xc7a100t,directive,on,12.0,MET,0.0,7.065,,33,,17,,,118.0,43.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado2023.1-xc7a100t,orig,off,12.0,MET,0.0,7.065,,33,,17,,,118.0,44.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado2023.1-xc7a100t,orig,on,5.2,VIOLATED,-155.378,-1.519,,33,,17,,,155.0,67.0,,,,,,
r09_unbalanced_mult_pipe,C - classical unbalanced pipeline,true,fmax,vivado2023.1-xc7a100t,retimed,off,12.0,MET,0.0,6.839,,35,,17,,,120.0,42.0,,,,,,
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,innovus-nangate45,directive,off,0.1001,VIOLATED,-6.935,-0.129,87.0,165,,1855,,12684.855,38.39218844,232.0,1.08,2,0.07,0.0,,80.884
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,innovus-nangate45,orig,off,0.1001,VIOLATED,-0.865,-0.033,32.0,64,,2021,,11700.675,57.98823859,204.0,0.57,0,0.0,0.0,,91.807
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,innovus-nangate45,orig,on,0.1001,VIOLATED,-6.935,-0.129,87.0,165,,1855,,12684.855,38.39218844,222.0,1.08,2,0.07,0.0,,80.884
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,innovus-nangate45,retimed,off,0.1001,VIOLATED,-7.025,-0.248,32.0,96,,2204,,14698.555,51.83604139,264.0,0.92,1,0.04,0.0,,88.252
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,vivado-xc7a100t,directive,on,4.0,VIOLATED,-252.392,-2.83,,64,,140,,,250.0,360.0,,,,,,
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,vivado-xc7a100t,orig,off,4.0,VIOLATED,-252.392,-2.83,,64,,140,,,250.0,310.0,,,,,,
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,vivado-xc7a100t,orig,on,4.0,VIOLATED,-252.392,-2.83,,64,,140,,,250.0,327.0,,,,,,
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,vivado-xc7a100t,retimed,off,4.0,VIOLATED,-342.534,-2.913,,96,,142,,,315.0,354.0,,,,,,
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,vivado2023.1-xc7a100t,directive,on,12.0,MET,0.0,4.29,,64,,140,,,122.0,40.0,,,,,,
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,vivado2023.1-xc7a100t,orig,off,12.0,MET,0.0,4.29,,64,,140,,,122.0,38.0,,,,,,
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,vivado2023.1-xc7a100t,orig,on,12.0,MET,0.0,4.29,,64,,140,,,122.0,35.0,,,,,,
r10_long_carry_chain,C - classical unbalanced pipeline,true,fmax,vivado2023.1-xc7a100t,retimed,off,12.0,MET,0.0,4.688,,96,,142,,,124.0,70.0,,,,,,
r11_deep_retime_distance,C - retiming distance / effort limit,true,fmax,innovus-nangate45,directive,off,0.1106,VIOLATED,-90.18,-0.842,127.0,186,,6553,,35439.285,296.69049871,574.0,0.89,2,0.04,0.0,,97.757
r11_deep_retime_distance,C - retiming distance / effort limit,true,fmax,innovus-nangate45,orig,off,0.1106,VIOLATED,-1.082,-0.031,64.0,96,,6732,,37335.87,650.69398998,481.0,0.91,0,0.0,0.0,,98.56
r11_deep_retime_distance,C - retiming distance / effort limit,true,fmax,innovus-nangate45,orig,on,0.1106,VIOLATED,-90.18,-0.842,127.0,186,,6553,,35439.285,296.69049871,569.0,0.89,2,0.04,0.0,,97.757
r11_deep_retime_distance,C - retiming distance / effort limit,true,fmax,innovus-nangate45,retimed,off,0.1106,VIOLATED,-51.893,-0.866,64.0,96,,6331,,31739.765,257.31402306,605.0,0.89,0,0.0,0.0,,93.517
r11_deep_retime_distance,C - retiming distance / effort limit,true,fmax,vivado-xc7a100t,directive,on,3.5,VIOLATED,-1823.658,-49.956,,96,,582,,,219.0,571.0,,,,,,
r11_deep_retime_distance,C - retiming distance / effort limit,true,fmax,vivado-xc7a100t,orig,off,3.5,VIOLATED,-1823.658,-49.956,,96,,582,,,219.0,543.0,,,,,,
r11_deep_retime_distance,C - retiming distance / effort limit,true,fmax,vivado-xc7a100t,orig,on,3.5,VIOLATED,-1823.658,-49.956,,96,,582,,,219.0,568.0,,,,,,
