bench,class,latency_preserving,primary_metric,tool,variant,mode,stress_period_ns,timing_status,tns_reg2reg,wns_reg2reg,violating_paths,num_ffs,num_ffs_pre_syn,cells,area_um2,wirelength_um,power_mw,compile_seconds,route_share_pct,overflow_route,overflow_h_pct,overflow_v_pct,congestion_max_level,achieved_density_pct
r28_congestion_wire_split,H - net delay dominates logic delay,true,fmax,innovus-nangate45,directive,off,0.18,VIOLATED,-0.655,-0.016,120.0,784,,2128,,35521.22,45.38294558,141.0,10.9,5,0.12,0.0,,76.777
r28_congestion_wire_split,H - net delay dominates logic delay,true,fmax,innovus-nangate45,orig,off,0.18,VIOLATED,-2.387,-0.03,206.0,768,,2682,,37198.99,48.45109991,188.0,19.72,8,0.11,0.06,,79.877
r28_congestion_wire_split,H - net delay dominates logic delay,true,fmax,innovus-nangate45,orig,on,0.18,VIOLATED,-0.655,-0.016,120.0,784,,2128,,35521.22,45.38294558,141.0,10.9,5,0.12,0.0,,76.777
r28_congestion_wire_split,H - net delay dominates logic delay,true,fmax,innovus-nangate45,retimed,off,0.18,VIOLATED,-0.156,-0.013,45.0,768,,2180,,37374.785,47.44259296,164.0,18.46,4,0.1,0.0,,80.96
r28_congestion_wire_split,H - net delay dominates logic delay,true,fmax,innovus-nangate45-congested,directive,off,0.5799,VIOLATED,,,,777,,1997,,40313.605,13.71452635,92.0,10.84,160,0.0,3.15,,77.092
r28_congestion_wire_split,H - net delay dominates logic delay,true,fmax,innovus-nangate45-congested,orig,off,0.58,VIOLATED,,,,768,,1969,,31195.24,13.02790345,122.0,15.44,185,0.0,3.64,,76.114
r28_congestion_wire_split,H - net delay dominates logic delay,true,fmax,innovus-nangate45-congested,orig,on,0.5799,VIOLATED,,,,777,,1997,,40313.605,13.71452635,107.0,10.84,160,0.0,3.15,,77.092
r28_congestion_wire_split,H - net delay dominates logic delay,true,fmax,innovus-nangate45-congested,retimed,off,0.58,MET,,,,768,,1999,,38545.36,13.42222473,106.0,14.5,197,0.0,4.06,,76.578
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,innovus-nangate45,directive,off,0.2534,VIOLATED,-286.185,-0.245,1720.0,2171,,45842,,534973.575,548.1524242,1863.0,2.27,105,0.28,0.0,,97.892
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,innovus-nangate45,orig,off,0.2534,VIOLATED,-286.185,-0.245,1720.0,2171,,45842,,534973.575,548.15242419,1859.0,2.27,105,0.28,0.0,,97.892
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,innovus-nangate45,orig,on,0.2534,VIOLATED,-327.279,-0.113,3857.0,3199,,45275,,551787.325,434.99524283,1703.0,3.55,29,0.07,0.0,,92.828
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,innovus-nangate45,retimed,off,0.2534,VIOLATED,-86.116,-0.12,1333.0,2171,,46114,,481224.48,592.40194138,1985.0,1.41,60,0.16,0.0,,95.852
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,innovus-nangate45-congested,orig,off,1.2,MET,,,,1536,,12198,,266133.31,29.57653001,154.0,16.92,3920,5.07,16.13,,65.19
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,innovus-nangate45-congested,retimed,off,1.2,MET,,,,1536,,11951,,268252.17,30.93149007,156.0,6.15,2279,4.87,7.55,,65.182
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,vivado-xc7a100t,retimed,off,8.0,VIOLATED,-805.538,-1.58,,2183,,9603,,,693.0,899.0,,,,,,
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,vivado-xcau15p,directive,on,8.0,MET,0.0,2.732,,2238,,9794,,,686.0,207.0,,,,,,
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,vivado-xcau15p,orig,off,8.0,MET,0.0,2.732,,2238,,9794,,,686.0,220.0,,,,,,
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,vivado-xcau15p,orig,on,8.0,MET,0.0,2.732,,2238,,9794,,,686.0,212.0,,,,,,
r29_wide_crossing,"H - net delay dominates logic delay, at scale",true,fmax,vivado-xcau15p,retimed,off,8.0,MET,0.0,2.466,,2250,,9602,,,613.0,195.0,,,,,,
r30_fsm_decode_fanout,"B/H - FSM decode fanout, real design",true,fmax,innovus-nangate45,directive,off,0.3255,VIOLATED,-110.838,-0.141,1024.0,2134,,48561,,513772.42,237.2606072,17.0,2.31,51,0.13,0.0,,92.446
r30_fsm_decode_fanout,"B/H - FSM decode fanout, real design",true,fmax,innovus-nangate45,orig,off,0.3255,VIOLATED,-110.838,-0.141,1024.0,2134,,48561,,513772.42,237.26060719,16.0,2.31,51,0.13,0.0,,92.446
r30_fsm_decode_fanout,"B/H - FSM decode fanout, real design",true,fmax,innovus-nangate45,orig,on,0.3255,VIOLATED,-294.529,-0.226,2145.0,1809,,56545,,736914.63,313.21753522,1366.0,8.99,251,0.59,0.01,,95.527
r30_fsm_decode_fanout,"B/H - FSM decode fanout, real design",true,fmax,innovus-nangate45,retimed,off,0.3255,VIOLATED,-97.584,-0.132,1024.0,2138,,48432,,534666.685,239.35317115,16.0,1.8,79,0.2,0.0,,91.276
r31_clone_distinct_reset,B - duplication with per-clone initial state,true,wirelength,innovus-nangate45,directive,off,0.175,VIOLATED,-55.125,-0.132,796.0,878,,2925,,23376.205,63.58121681,21.0,0.86,0,0.0,0.0,,83.787
r31_clone_distinct_reset,B - duplication with per-clone initial state,true,wirelength,innovus-nangate45,orig,off,0.175,VIOLATED,-55.125,-0.132,796.0,878,,2925,,23376.205,63.58121681,21.0,0.86,0,0.0,0.0,,83.787
r31_clone_distinct_reset,B - duplication with per-clone initial state,true,wirelength,innovus-nangate45,orig,on,0.175,VIOLATED,-25.9,-0.071,1202.0,1547,,5818,,48038.765,102.9008633,25.0,1.04,0,0.0,0.0,,76.247
r31_clone_distinct_reset,B - duplication with per-clone initial state,true,wirelength,innovus-nangate45,retimed,off,0.175,VIOLATED,-6.995,-0.055,493.0,899,,3285,,23302.97,59.41282324,20.0,6.38,0,0.0,0.0,,78.37
r32_backward_reset_preimage,A - backward retiming with no valid initial state,true,fmax,innovus-nangate45,directive,off,0.182,VIOLATED,-32.091,-0.181,443.0,705,,6894,,73171.415,98.78443334,388.0,1.03,6,0.08,0.0,,89.446
r32_backward_reset_preimage,A - backward retiming with no valid initial state,true,fmax,innovus-nangate45,orig,off,0.182,VIOLATED,-32.091,-0.181,443.0,705,,6894,,73171.415,98.78443334,386.0,1.03,6,0.08,0.0,,89.446
r32_backward_reset_preimage,A - backward retiming with no valid initial state,true,fmax,innovus-nangate45,orig,on,0.182,VIOLATED,-6.85,-0.056,301.0,674,,6513,,67293.365,73.26750391,257.0,1.35,1,0.01,0.0,,84.039
r32_backward_reset_preimage,A - backward retiming with no valid initial state,true,fmax,innovus-nangate45,retimed,off,0.182,VIOLATED,-31.966,-0.103,380.0,706,,6520,,72861.79,82.00031521,369.0,0.71,0,0.0,0.0,,88.376
