bench,class,tool,tool_version,variant,mode,period_ns,timing_status,postroute_wns_reg2reg,postroute_tns_reg2reg,postroute_violating_reg2reg,num_ffs,num_ffs_pre_syn,num_cells,area_um2,routed_wirelength_um,achieved_density_pct,overflow_route,overflow_route_h_pct,overflow_route_v_pct,path_route_share_pct,path_cell_delay_ns,path_net_delay_ns,congestion_place_max_level,congestion_place_windows,congestion_route_max_level,congestion_route_windows,max_route_layer,place_blockage_frac,power_mw,power_switching_mw,power_register_mw,power_logic_mw,power_clock_mw,power_mode,num_lut,runtime_total_s,wall_seconds,sdc_sha1,git_commit
r01_reset_backward_barrier,A - reset / initial state,,,directive,,0.1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,
r01_reset_backward_barrier,A - reset / initial state,,,orig,,0.1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,
r01_reset_backward_barrier,A - reset / initial state,,,orig,,0.1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,
r01_reset_backward_barrier,A - reset / initial state,,,orig,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,
r01_reset_backward_barrier,A - reset / initial state,,,orig,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,
r01_reset_backward_barrier,A - reset / initial state,,,retimed,,0.1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,
r01_reset_backward_barrier,A - reset / initial state,,,retimed,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.1284,VIOLATED,,,,106,64,616,1661.67102475,,,,,,,,,,,,,,,12.1475,4.00569,6.39349,4.85308,0.900903,probabilistic,,43,56.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.1539,VIOLATED,,,,48,32,643,1624.26623375,,,,,,,,,,,,,,,12.324200000000001,5.407900000000001,3.78764,8.1961,0.340435,probabilistic,,47,55.0,6cef38b0bbd0,585535c
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.1576,VIOLATED,,,,112,64,659,1828.8421024999998,,,,,,,,,,,,,,,10.7898,3.61158,5.8138499999999995,4.20049,0.775444,probabilistic,,44,55.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.1608,VIOLATED,,,,49,32,602,1548.680523,,,,,,,,,,,,,,,11.4825,4.99538,3.6642200000000003,7.4841999999999995,0.334104,probabilistic,,46,56.0,6cef38b0bbd0,33c3049
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.1834,VIOLATED,,,,112,64,675,1849.2430024999999,,,,,,,,,,,,,,,9.59208,3.23296,4.953469999999999,3.97226,0.666358,probabilistic,,52,66.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.2199,VIOLATED,,,,54,32,624,1609.5481715,,,,,,,,,,,,,,,8.819600000000001,3.81408,2.85842,5.6926499999999995,0.268522,probabilistic,,39,47.0,6cef38b0bbd0,cc9b1e0
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.3141,VIOLATED,,,,52,32,611,1549.566526,,,,,,,,,,,,,,,5.71432,2.45174,1.89102,3.64264,0.180672,probabilistic,,42,52.0,6cef38b0bbd0,cc9b1e0
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.3153,MET,,,,118,64,444,1420.46953825,,,,,,,,,,,,,,,4.6917800000000005,1.3352,2.90664,1.37682,0.408322,probabilistic,,28,41.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.3438,VIOLATED,,,,,,513,1318.47518225,,,,,,,,,,,,,,,4.77773,1.8519400000000001,1.84545,2.76054,0.171751,probabilistic,,26,34.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.4487,MET,,,,54,32,329,963.4067445,,,,,,,,,,,,,,,2.6380700000000004,0.896729,1.2678800000000001,1.23913,0.13105899999999998,probabilistic,,18,26.0,6cef38b0bbd0,33c3049
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.6306,MET,,,,75,64,291,983.755971,,,,,,,,,,,,,,,1.6487699999999998,0.46149500000000004,0.9405140000000001,0.578734,0.12952,probabilistic,,16,29.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,0.6602,MET,,,,,,384,1084.263923,,,,,,,,,,,,,,,2.2135599999999998,0.7483960000000001,1.04338,1.07267,0.0975038,probabilistic,,17,27.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,directive,off,1.031,MET,,,,,,244,701.3774085,,,,,,,,,,,,,,,0.82084,0.299048,0.297701,0.493565,0.0295752,probabilistic,,17,26.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,off,0.1284,VIOLATED,,,,48,64,666,1679.267989,,,,,,,,,,,,,,,15.4883,7.0686,3.48898,11.5922,0.40710300000000005,probabilistic,,76,93.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,off,0.1539,VIOLATED,,,,24,32,598,1467.94391525,,,,,,,,,,,,,,,12.0915,5.78995,1.99211,9.93275,0.16668,probabilistic,,44,54.0,6cef38b0bbd0,585535c
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,off,0.1608,VIOLATED,,,,24,32,592,1457.5916625,,,,,,,,,,,,,,,11.2613,5.35346,1.9002299999999999,9.20152,0.159527,probabilistic,,57,66.0,6cef38b0bbd0,33c3049
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,off,0.1834,VIOLATED,,,,48,64,709,1740.8437895,,,,,,,,,,,,,,,11.3214,5.268529999999999,2.4772499999999997,8.55917,0.28501600000000005,probabilistic,,77,91.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,off,0.2199,VIOLATED,,,,24,32,566,1383.90157125,,,,,,,,,,,,,,,7.92966,3.7145300000000003,1.29753,6.50997,0.122156,probabilistic,,47,56.0,6cef38b0bbd0,cc9b1e0
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,off,0.3141,VIOLATED,,,,24,32,665,1624.88438925,,,,,,,,,,,,,,,6.33664,3.09414,0.922969,5.32892,0.0847501,probabilistic,,71,80.0,6cef38b0bbd0,cc9b1e0
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,off,0.3438,VIOLATED,,,,,,621,1543.02032475,,,,,,,,,,,,,,,6.03268,2.89901,1.00509,4.947349999999999,0.08024429999999999,probabilistic,,52,60.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,off,0.4487,VIOLATED,,,,24,32,654,1595.8091715,,,,,,,,,,,,,,,4.37108,2.13084,0.6503220000000001,3.66197,0.0587876,probabilistic,,73,82.0,6cef38b0bbd0,33c3049
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,off,0.6306,VIOLATED,,,,48,64,709,1774.62870575,,,,,,,,,,,,,,,3.37216,1.53842,0.731036,2.55842,0.0827006,probabilistic,,82,95.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,off,1.031,MET,,,,,,512,1277.3588875,,,,,,,,,,,,,,,1.54494,0.699809,0.299707,1.21953,0.025702199999999998,probabilistic,,21,30.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.1284,VIOLATED,,,,106,64,616,1661.67102475,,,,,,,,,,,,,,,12.1475,4.00569,6.39349,4.85308,0.900903,probabilistic,,44,57.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.1539,VIOLATED,,,,48,32,643,1624.26623375,,,,,,,,,,,,,,,12.324200000000001,5.407900000000001,3.78764,8.1961,0.340435,probabilistic,,47,55.0,6cef38b0bbd0,585535c
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.1576,VIOLATED,,,,112,64,659,1828.8421024999998,,,,,,,,,,,,,,,10.7898,3.61158,5.8138499999999995,4.20049,0.775444,probabilistic,,41,52.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.1608,VIOLATED,,,,49,32,602,1548.680523,,,,,,,,,,,,,,,11.4825,4.99538,3.6642200000000003,7.4841999999999995,0.334104,probabilistic,,47,56.0,6cef38b0bbd0,33c3049
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.1834,VIOLATED,,,,112,64,675,1849.2430024999999,,,,,,,,,,,,,,,9.59208,3.23296,4.953469999999999,3.97226,0.666358,probabilistic,,46,61.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.2199,VIOLATED,,,,54,32,624,1609.5481715,,,,,,,,,,,,,,,8.819600000000001,3.81408,2.85842,5.6926499999999995,0.268522,probabilistic,,39,47.0,6cef38b0bbd0,cc9b1e0
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.3141,VIOLATED,,,,52,32,611,1549.566526,,,,,,,,,,,,,,,5.71432,2.45174,1.89102,3.64264,0.180672,probabilistic,,44,52.0,6cef38b0bbd0,cc9b1e0
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.3153,MET,,,,118,64,444,1420.46953825,,,,,,,,,,,,,,,4.6917800000000005,1.3352,2.90664,1.37682,0.408322,probabilistic,,27,39.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.3438,VIOLATED,,,,,,513,1318.47518225,,,,,,,,,,,,,,,4.77773,1.8519400000000001,1.84545,2.76054,0.171751,probabilistic,,26,34.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.4487,MET,,,,54,32,329,963.4067445,,,,,,,,,,,,,,,2.6380700000000004,0.896729,1.2678800000000001,1.23913,0.13105899999999998,probabilistic,,18,26.0,6cef38b0bbd0,33c3049
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.6306,MET,,,,75,64,291,983.755971,,,,,,,,,,,,,,,1.6487699999999998,0.46149500000000004,0.9405140000000001,0.578734,0.12952,probabilistic,,17,31.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,0.6602,MET,,,,,,384,1084.263923,,,,,,,,,,,,,,,2.2135599999999998,0.7483960000000001,1.04338,1.07267,0.0975038,probabilistic,,17,27.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,orig,on,1.031,MET,,,,,,244,701.3774085,,,,,,,,,,,,,,,0.82084,0.299048,0.297701,0.493565,0.0295752,probabilistic,,16,25.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.1284,VIOLATED,,,,48,64,611,1509.52604325,,,,,,,,,,,,,,,11.993500000000001,5.1834999999999996,3.26975,8.31667,0.40710300000000005,probabilistic,,38,52.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.1539,VIOLATED,,,,24,32,508,1231.59109,,,,,,,,,,,,,,,8.35866,3.85989,1.66858,6.52026,0.169825,probabilistic,,35,43.0,6cef38b0bbd0,585535c
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.1608,VIOLATED,,,,24,32,558,1320.9742887500001,,,,,,,,,,,,,,,8.27136,3.86534,1.56331,6.54551,0.16253700000000001,probabilistic,,35,44.0,6cef38b0bbd0,33c3049
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.1834,VIOLATED,,,,48,64,659,1615.92931475,,,,,,,,,,,,,,,8.84518,3.8864199999999998,2.28672,6.2734499999999995,0.28501600000000005,probabilistic,,52,66.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.2199,VIOLATED,,,,24,32,542,1331.15934375,,,,,,,,,,,,,,,6.52562,3.03457,1.2083199999999998,5.19735,0.119955,probabilistic,,37,45.0,6cef38b0bbd0,cc9b1e0
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.3141,VIOLATED,,,,24,32,570,1349.0022275,,,,,,,,,,,,,,,4.3801,2.0421300000000002,0.808466,3.48881,0.08282389999999999,probabilistic,,34,44.0,6cef38b0bbd0,cc9b1e0
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.3153,VIOLATED,,,,48,64,635,1606.06446675,,,,,,,,,,,,,,,5.3370500000000005,2.31329,1.3610600000000002,3.80943,0.16655199999999998,probabilistic,,51,61.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.3438,VIOLATED,,,,,,466,1146.3847839999999,,,,,,,,,,,,,,,3.31834,1.46045,0.7882819999999999,2.45334,0.0767248,probabilistic,,29,37.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.4487,VIOLATED,,,,24,32,528,1288.4983120000002,,,,,,,,,,,,,,,3.17724,1.47328,0.5710240000000001,2.54824,0.0579786,probabilistic,,23,32.0,6cef38b0bbd0,33c3049
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.6306,MET,,,,48,64,358,1000.54898525,,,,,,,,,,,,,,,1.59399,0.5515500000000001,0.658495,0.852606,0.0828925,probabilistic,,10,25.0,6cef38b0bbd0,4f7c7a48
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,0.72,MET,,,,,,354,944.8432110000001,,,,,,,,,,,,,,,1.37455,0.571199,0.37121000000000004,0.966704,0.0366361,probabilistic,,9,19.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,genus,23.12-s086_1,retimed,off,1.031,MET,,,,,,248,693.0740205,,,,,,,,,,,,,,,0.726181,0.264416,0.24443199999999998,0.456399,0.0253501,probabilistic,,5,15.0,74b0f336603c,uncommitted
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,directive,off,0.1539,,-0.16,-3.679,28.0,48,,693,,3798.11,86.222,0,0.0,0.0,0.87,0.228,0.002,,,,,10,0,8.51813206,3.65330312,,,0.0,probabilistic,,94,113.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,directive,off,0.1608,,-0.159,-3.619,28.0,49,,673,,3494.99,88.659,0,0.0,0.0,1.24,0.238,0.003,,,,,10,0,8.19525181,3.48764256,,,0.0,probabilistic,,93,113.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,directive,off,0.1834,,-0.085,-3.279,64.0,112,,763,,4865.63,82.692,0,0.0,0.0,0.8,0.371,0.003,,,,,10,0,9.44528988,3.43575231,,,1.615,probabilistic,,187,22.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,directive,off,0.2199,,-0.101,-2.179,29.0,54,,693,,3620.91,87.319,0,0.0,0.0,1.21,0.245,0.003,,,,,10,0,6.34616169,2.66293845,,,0.0,probabilistic,,97,117.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,directive,off,0.3141,,-0.019,-0.217,16.0,52,,660,,3495.52,87.054,0,0.0,0.0,0.93,0.213,0.002,,,,,10,0,4.11598459,1.75138169,,,0.0,probabilistic,,93,116.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,directive,off,0.4487,,0.002,0.0,0.0,54,,358,,1985.505,72.53,0,0.0,0.0,0.76,0.393,0.003,,,,,10,0,1.50397838,0.44833295,,,0.0,probabilistic,,61,80.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.1539,,-0.01,-0.052,8.0,24,,672,,3099.14,93.1,0,0.0,0.0,1.43,0.552,0.008,,,,,10,0,14.75803008,7.42719685,,,0.0,probabilistic,,89,110.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.1608,,-0.004,-0.006,3.0,24,,689,,3286.7,95.724,0,0.0,0.0,0.53,0.565,0.003,,,,,10,0,15.15998939,7.57307236,,,0.0,probabilistic,,85,104.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.1834,,0.003,0.0,0.0,48,,862,,4694.865,99.319,0,0.0,0.0,0.15,0.678,0.001,,,,,10,0,17.41588517,8.60353496,,,1.966,probabilistic,,5278,24.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.2199,,0.027,0.0,0.0,24,,660,,3311.59,97.321,0,0.0,0.0,0.17,0.58,0.001,,,,,10,0,10.49746907,5.22848832,,,0.0,probabilistic,,85,104.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.3141,,0.121,0.0,0.0,24,,715,,3612.1,88.853,0,0.0,0.0,0.74,0.536,0.004,,,,,10,0,7.87084942,3.96179025,,,0.0,probabilistic,,94,116.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,off,0.4487,,0.27,0.0,0.0,24,,700,,3624.05,92.061,0,0.0,0.0,1.57,0.563,0.009,,,,,10,0,5.67772894,2.90774376,,,0.0,probabilistic,,71,90.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.1539,,-0.16,-3.679,28.0,48,,693,,3798.11,86.222,0,0.0,0.0,0.87,0.228,0.002,,,,,10,0,8.51813206,3.65330312,,,0.0,probabilistic,,93,112.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.1608,,-0.159,-3.619,28.0,49,,673,,3494.99,88.659,0,0.0,0.0,1.24,0.238,0.003,,,,,10,0,8.19525181,3.48764256,,,0.0,probabilistic,,93,111.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.1834,,-0.085,-3.279,64.0,112,,763,,4865.63,82.692,0,0.0,0.0,0.8,0.371,0.003,,,,,10,0,9.44528988,3.43575231,,,1.615,probabilistic,,179,21.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.2199,,-0.101,-2.179,29.0,54,,693,,3620.91,87.319,0,0.0,0.0,1.21,0.245,0.003,,,,,10,0,6.34616169,2.66293845,,,0.0,probabilistic,,98,118.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.3141,,-0.019,-0.217,16.0,52,,660,,3495.52,87.054,0,0.0,0.0,0.93,0.213,0.002,,,,,10,0,4.11598459,1.75138169,,,0.0,probabilistic,,90,111.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,orig,on,0.4487,,0.002,0.0,0.0,54,,358,,1985.505,72.53,0,0.0,0.0,0.76,0.393,0.003,,,,,10,0,1.50397838,0.44833295,,,0.0,probabilistic,,60,79.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.1539,,-0.191,-1.478,8.0,24,,661,,3094.39,99.647,0,0.0,0.0,0.32,0.308,0.001,,,,,10,0,8.98604677,4.23547501,,,1.222,probabilistic,,2677,2702.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.1608,,-0.179,-1.389,8.0,24,,705,,3670.84,100.139,0,0.0,0.0,0.0,0.287,0.0,,,,,10,0,8.52622406,4.06149498,,,0.9199,probabilistic,,2167,2186.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.1834,,-0.279,-5.306,26.0,48,,835,,4201.765,95.139,0,0.0,0.0,0.65,0.462,0.003,,,,,10,0,9.93164555,4.60485072,,,1.122,probabilistic,,206,23.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.2199,,-0.135,-0.951,8.0,24,,666,,3421.275,97.326,0,0.0,0.0,0.0,0.291,0.0,,,,,10,0,6.76232775,3.19098874,,,0.7872,probabilistic,,101,122.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.3141,,-0.041,-0.245,8.0,24,,710,,3235.43,97.23,0,0.0,0.0,0.32,0.312,0.001,,,,,10,0,4.59778582,2.15613831,,,0.4992,probabilistic,,110,132.0,,
r01_reset_backward_barrier,A - reset / initial state,innovus-nangate45,23.12-s091_1,retimed,off,0.4487,,0.009,0.0,0.0,24,,620,,3052.47,86.418,0,0.0,0.0,0.0,0.317,0.0,,,,,10,0,2.7671088,1.32290568,,,0.1985,probabilistic,,90,108.0,,
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,directive,unsupported,0.904,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.720554,0.181367,,,,vectorless,,0,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,directive,unsupported,1.104,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.59581,0.14851099999999998,,,,vectorless,,0,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,directive,unsupported,1.356,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.491025,0.12091199999999999,,,,vectorless,,1,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,directive,unsupported,1.65,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.409541,0.0993673,,,,vectorless,,1,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,directive,unsupported,1.997,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.34494,0.0821012,,,,vectorless,,0,0.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,directive,unsupported,2.407,MET,,,,,,245,,,,,,,,,,,,,,,,0.29261499999999996,0.0681164,,,,vectorless,,0,0.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,orig,unsupported,0.904,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.720554,0.181367,,,,vectorless,,0,0.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,orig,unsupported,1.05,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.624808,0.156149,,,,vectorless,,0,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,orig,unsupported,1.104,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.59581,0.14851099999999998,,,,vectorless,,0,0.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,orig,unsupported,1.356,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.491025,0.12091199999999999,,,,vectorless,,0,0.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,orig,unsupported,1.65,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.409541,0.0993673,,,,vectorless,,0,0.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,orig,unsupported,1.997,VIOLATED,,,,,,245,,,,,,,,,,,,,,,,0.34494,0.0821012,,,,vectorless,,0,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,orig,unsupported,2.407,MET,,,,,,245,,,,,,,,,,,,,,,,0.29261499999999996,0.0681164,,,,vectorless,,0,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,retimed,unsupported,0.904,VIOLATED,,,,,,242,,,,,,,,,,,,,,,,0.606869,0.146656,,,,vectorless,,0,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,retimed,unsupported,1.104,MET,,,,,,242,,,,,,,,,,,,,,,,0.502282,0.120088,,,,vectorless,,0,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,retimed,unsupported,1.356,MET,,,,,,242,,,,,,,,,,,,,,,,0.41442999999999997,0.097771,,,,vectorless,,0,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,retimed,unsupported,1.65,MET,,,,,,242,,,,,,,,,,,,,,,,0.346125,0.08035,,,,vectorless,,1,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,retimed,unsupported,1.997,MET,,,,,,242,,,,,,,,,,,,,,,,0.29199899999999995,0.0663883,,,,vectorless,,1,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,openroad_syn,,retimed,unsupported,2.407,MET,,,,,,242,,,,,,,,,,,,,,,,0.24816,0.055080000000000004,,,,vectorless,,1,1.0,6cef38b0bbd0,uncommitted
r01_reset_backward_barrier,A - reset / initial state,vivado-xc7a100t,2025.2,directive,on,4.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,vectorless,84,309,351.0,,
r01_reset_backward_barrier,A - reset / initial state,vivado-xc7a100t,2025.2,orig,off,4.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,vectorless,84,315,351.0,,
r01_reset_backward_barrier,A - reset / initial state,vivado-xc7a100t,2025.2,orig,on,4.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,vectorless,84,316,353.0,,
r01_reset_backward_barrier,A - reset / initial state,vivado-xc7a100t,2025.2,retimed,off,4.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,vectorless,84,297,337.0,,
r01_reset_backward_barrier,A - reset / initial state,vivado-xcau7p,2025.2,directive,on,4.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,vectorless,113,247,269.0,,
r01_reset_backward_barrier,A - reset / initial state,vivado-xcau7p,2025.2,orig,off,4.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,vectorless,113,256,277.0,,
r01_reset_backward_barrier,A - reset / initial state,vivado-xcau7p,2025.2,orig,on,4.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,vectorless,113,260,281.0,,
r01_reset_backward_barrier,A - reset / initial state,vivado-xcau7p,2025.2,retimed,off,4.0,VIOLATED,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,vectorless,70,276,297.0,,
r01_reset_backward_barrier,A - reset / initial state,vivado2023.1-xc7a100t,2023.1,directive,on,5.2,VIOLATED,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,vectorless,84,29,35.0,,
